path,file,name,kind,date,type,duration,transcription_doc,transcription_txt,transcription_json
Rodzice Henryk 2024-01-01 Nowy rok.m4a,Rodzice Henryk 2024-01-01 Nowy rok.m4a,Nowy rok,Rodzice Henryk,2024-01-01,m4a,452.864000,Rodzice Henryk 2024-01-01 Nowy rok.docx,Rodzice Henryk 2024-01-01 Nowy rok.txt,Rodzice Henryk 2024-01-01 Nowy rok.json
Henryk 2024-01-02 Tatuś opowiada o konikach a Miś Uszatek zachwyca się płatkami śniegu.m4a,Henryk 2024-01-02 Tatuś opowiada o konikach a Miś Uszatek zachwyca się płatkami śniegu.m4a,Tatuś opowiada o konikach a Miś Uszatek zachwyca się płatkami śniegu,Henryk,2024-01-02,m4a,1181.315193,Henryk 2024-01-02 Tatuś opowiada o konikach a Miś Uszatek zachwyca się płatkami śniegu.docx,Henryk 2024-01-02 Tatuś opowiada o konikach a Miś Uszatek zachwyca się płatkami śniegu.txt,Henryk 2024-01-02 Tatuś opowiada o konikach a Miś Uszatek zachwyca się płatkami śniegu.json
Henryk 2024-01-04 Tatuś opowiada o kompasie i zegarku a Miś Uszatek odwiedza sklep z zabawkami.m4a,Henryk 2024-01-04 Tatuś opowiada o kompasie i zegarku a Miś Uszatek odwiedza sklep z zabawkami.m4a,Tatuś opowiada o kompasie i zegarku a Miś Uszatek odwiedza sklep z zabawkami,Henryk,2024-01-04,m4a,1099.929252,Henryk 2024-01-04 Tatuś opowiada o kompasie i zegarku a Miś Uszatek odwiedza sklep z zabawkami.docx,Henryk 2024-01-04 Tatuś opowiada o kompasie i zegarku a Miś Uszatek odwiedza sklep z zabawkami.txt,Henryk 2024-01-04 Tatuś opowiada o kompasie i zegarku a Miś Uszatek odwiedza sklep z zabawkami.json
Henryk 2024-01-06 Tatuś opowiada o grze Memo a Moś Uszatek bawi się w pociąg.m4a,Henryk 2024-01-06 Tatuś opowiada o grze Memo a Moś Uszatek bawi się w pociąg.m4a,Tatuś opowiada o grze Memo a Moś Uszatek bawi się w pociąg,Henryk,2024-01-06,m4a,1152.213333,Henryk 2024-01-06 Tatuś opowiada o grze Memo a Moś Uszatek bawi się w pociąg.docx,Henryk 2024-01-06 Tatuś opowiada o grze Memo a Moś Uszatek bawi się w pociąg.txt,Henryk 2024-01-06 Tatuś opowiada o grze Memo a Moś Uszatek bawi się w pociąg.json
Henryk 2024-01-07 Tatuś opowiada o zimie i entropii a Pluszowy Króliczek chyba jest chory.m4a,Henryk 2024-01-07 Tatuś opowiada o zimie i entropii a Pluszowy Króliczek chyba jest chory.m4a,Tatuś opowiada o zimie i entropii a Pluszowy Króliczek chyba jest chory,Henryk,2024-01-07,m4a,1129.578667,Henryk 2024-01-07 Tatuś opowiada o zimie i entropii a Pluszowy Króliczek chyba jest chory.docx,Henryk 2024-01-07 Tatuś opowiada o zimie i entropii a Pluszowy Króliczek chyba jest chory.txt,Henryk 2024-01-07 Tatuś opowiada o zimie i entropii a Pluszowy Króliczek chyba jest chory.json
Henryk 2024-01-09 Tatuś opowiada o książkach a Miś Uszatek śpiewa kołysankę.m4a,Henryk 2024-01-09 Tatuś opowiada o książkach a Miś Uszatek śpiewa kołysankę.m4a,Tatuś opowiada o książkach a Miś Uszatek śpiewa kołysankę,Henryk,2024-01-09,m4a,1133.866667,Henryk 2024-01-09 Tatuś opowiada o książkach a Miś Uszatek śpiewa kołysankę.docx,Henryk 2024-01-09 Tatuś opowiada o książkach a Miś Uszatek śpiewa kołysankę.txt,Henryk 2024-01-09 Tatuś opowiada o książkach a Miś Uszatek śpiewa kołysankę.json
Henryk 2024-01-11 Tatuś opowiada o kotkach a Miś Uszatek spotyka Kubusia Puchatka.m4a,Henryk 2024-01-11 Tatuś opowiada o kotkach a Miś Uszatek spotyka Kubusia Puchatka.m4a,Tatuś opowiada o kotkach a Miś Uszatek spotyka Kubusia Puchatka,Henryk,2024-01-11,m4a,1061.568000,Henryk 2024-01-11 Tatuś opowiada o kotkach a Miś Uszatek spotyka Kubusia Puchatka.docx,Henryk 2024-01-11 Tatuś opowiada o kotkach a Miś Uszatek spotyka Kubusia Puchatka.txt,Henryk 2024-01-11 Tatuś opowiada o kotkach a Miś Uszatek spotyka Kubusia Puchatka.json
Henryk 2024-01-13 Tatuś opowiada o zimie na ulicy Czereśniowej a Uszatek goni ciasto.m4a,Henryk 2024-01-13 Tatuś opowiada o zimie na ulicy Czereśniowej a Uszatek goni ciasto.m4a,Tatuś opowiada o zimie na ulicy Czereśniowej a Uszatek goni ciasto,Henryk,2024-01-13,m4a,1237.717333,Henryk 2024-01-13 Tatuś opowiada o zimie na ulicy Czereśniowej a Uszatek goni ciasto.docx,Henryk 2024-01-13 Tatuś opowiada o zimie na ulicy Czereśniowej a Uszatek goni ciasto.txt,Henryk 2024-01-13 Tatuś opowiada o zimie na ulicy Czereśniowej a Uszatek goni ciasto.json
Henryk 2024-01-14 Tatuś opowiada o kompasie a Miś Uszatek jedzie czerwonym samochodem.m4a,Henryk 2024-01-14 Tatuś opowiada o kompasie a Miś Uszatek jedzie czerwonym samochodem.m4a,Tatuś opowiada o kompasie a Miś Uszatek jedzie czerwonym samochodem,Henryk,2024-01-14,m4a,1073.045333,Henryk 2024-01-14 Tatuś opowiada o kompasie a Miś Uszatek jedzie czerwonym samochodem.docx,Henryk 2024-01-14 Tatuś opowiada o kompasie a Miś Uszatek jedzie czerwonym samochodem.txt,Henryk 2024-01-14 Tatuś opowiada o kompasie a Miś Uszatek jedzie czerwonym samochodem.json
Henryk 2024-01-16 Tatuś opowiada o czytaniu książek a Miś Uszatek dostaje w prezencie piernik.m4a,Henryk 2024-01-16 Tatuś opowiada o czytaniu książek a Miś Uszatek dostaje w prezencie piernik.m4a,Tatuś opowiada o czytaniu książek a Miś Uszatek dostaje w prezencie piernik,Henryk,2024-01-16,m4a,969.685333,Henryk 2024-01-16 Tatuś opowiada o czytaniu książek a Miś Uszatek dostaje w prezencie piernik.docx,Henryk 2024-01-16 Tatuś opowiada o czytaniu książek a Miś Uszatek dostaje w prezencie piernik.txt,Henryk 2024-01-16 Tatuś opowiada o czytaniu książek a Miś Uszatek dostaje w prezencie piernik.json
Henryk 2024-01-18 Tatuś opowiada o Babusi i Dziadziusiu a Miś Uszatek jedzie skuterem.m4a,Henryk 2024-01-18 Tatuś opowiada o Babusi i Dziadziusiu a Miś Uszatek jedzie skuterem.m4a,Tatuś opowiada o Babusi i Dziadziusiu a Miś Uszatek jedzie skuterem,Henryk,2024-01-18,m4a,1036.138667,Henryk 2024-01-18 Tatuś opowiada o Babusi i Dziadziusiu a Miś Uszatek jedzie skuterem.docx,Henryk 2024-01-18 Tatuś opowiada o Babusi i Dziadziusiu a Miś Uszatek jedzie skuterem.txt,Henryk 2024-01-18 Tatuś opowiada o Babusi i Dziadziusiu a Miś Uszatek jedzie skuterem.json
Henryk 2024-01-20 Tatuś jest w Holandii u wujka Bjorna a Miś Uszatek dowiaduje się o życie i mące.m4a,Henryk 2024-01-20 Tatuś jest w Holandii u wujka Bjorna a Miś Uszatek dowiaduje się o życie i mące.m4a,Tatuś jest w Holandii u wujka Bjorna a Miś Uszatek dowiaduje się o życie i mące,Henryk,2024-01-20,m4a,1176.981333,Henryk 2024-01-20 Tatuś jest w Holandii u wujka Bjorna a Miś Uszatek dowiaduje się o życie i mące.docx,Henryk 2024-01-20 Tatuś jest w Holandii u wujka Bjorna a Miś Uszatek dowiaduje się o życie i mące.txt,Henryk 2024-01-20 Tatuś jest w Holandii u wujka Bjorna a Miś Uszatek dowiaduje się o życie i mące.json
Henryk 2024-01-21 Tatuś opowiada o cioci Antine a Miś Uszatek zostaje jabłonkowym bałwankiem.m4a,Henryk 2024-01-21 Tatuś opowiada o cioci Antine a Miś Uszatek zostaje jabłonkowym bałwankiem.m4a,Tatuś opowiada o cioci Antine a Miś Uszatek zostaje jabłonkowym bałwankiem,Henryk,2024-01-21,m4a,1095.381333,Henryk 2024-01-21 Tatuś opowiada o cioci Antine a Miś Uszatek zostaje jabłonkowym bałwankiem.docx,Henryk 2024-01-21 Tatuś opowiada o cioci Antine a Miś Uszatek zostaje jabłonkowym bałwankiem.txt,Henryk 2024-01-21 Tatuś opowiada o cioci Antine a Miś Uszatek zostaje jabłonkowym bałwankiem.json
Henryk 2024-01-23 Tatuś opowiada o sopelkach lodu a Miś Uszatek zbiera wiśnie.m4a,Henryk 2024-01-23 Tatuś opowiada o sopelkach lodu a Miś Uszatek zbiera wiśnie.m4a,Tatuś opowiada o sopelkach lodu a Miś Uszatek zbiera wiśnie,Henryk,2024-01-23,m4a,1010.730667,Henryk 2024-01-23 Tatuś opowiada o sopelkach lodu a Miś Uszatek zbiera wiśnie.docx,Henryk 2024-01-23 Tatuś opowiada o sopelkach lodu a Miś Uszatek zbiera wiśnie.txt,Henryk 2024-01-23 Tatuś opowiada o sopelkach lodu a Miś Uszatek zbiera wiśnie.json
Henryk 2024-01-25 Tatuś opowiada o bakteriach a Miś Uszatek jeździ na karuzeli.m4a,Henryk 2024-01-25 Tatuś opowiada o bakteriach a Miś Uszatek jeździ na karuzeli.m4a,Tatuś opowiada o bakteriach a Miś Uszatek jeździ na karuzeli,Henryk,2024-01-25,m4a,971.584000,Henryk 2024-01-25 Tatuś opowiada o bakteriach a Miś Uszatek jeździ na karuzeli.docx,Henryk 2024-01-25 Tatuś opowiada o bakteriach a Miś Uszatek jeździ na karuzeli.txt,Henryk 2024-01-25 Tatuś opowiada o bakteriach a Miś Uszatek jeździ na karuzeli.json
Henryk 2024-01-26 Tatuś opowiada o wyjeździe rodzinnym a Miś Uszatek lata na huśtawce.m4a,Henryk 2024-01-26 Tatuś opowiada o wyjeździe rodzinnym a Miś Uszatek lata na huśtawce.m4a,Tatuś opowiada o wyjeździe rodzinnym a Miś Uszatek lata na huśtawce,Henryk,2024-01-26,m4a,1071.189333,Henryk 2024-01-26 Tatuś opowiada o wyjeździe rodzinnym a Miś Uszatek lata na huśtawce.docx,Henryk 2024-01-26 Tatuś opowiada o wyjeździe rodzinnym a Miś Uszatek lata na huśtawce.txt,Henryk 2024-01-26 Tatuś opowiada o wyjeździe rodzinnym a Miś Uszatek lata na huśtawce.json
Henryk 2024-01-28 Tatuś opowiada o zabawach w Andrychowie a Miś Uszatek odnajduje tatę zajączka.m4a,Henryk 2024-01-28 Tatuś opowiada o zabawach w Andrychowie a Miś Uszatek odnajduje tatę zajączka.m4a,Tatuś opowiada o zabawach w Andrychowie a Miś Uszatek odnajduje tatę zajączka,Henryk,2024-01-28,m4a,1107.690667,Henryk 2024-01-28 Tatuś opowiada o zabawach w Andrychowie a Miś Uszatek odnajduje tatę zajączka.docx,Henryk 2024-01-28 Tatuś opowiada o zabawach w Andrychowie a Miś Uszatek odnajduje tatę zajączka.txt,Henryk 2024-01-28 Tatuś opowiada o zabawach w Andrychowie a Miś Uszatek odnajduje tatę zajączka.json
Henryk 2024-01-30 Tatuś opowiada o wytrwałości a Miś Uszatek szuka kukułki.m4a,Henryk 2024-01-30 Tatuś opowiada o wytrwałości a Miś Uszatek szuka kukułki.m4a,Tatuś opowiada o wytrwałości a Miś Uszatek szuka kukułki,Henryk,2024-01-30,m4a,1085.509660,Henryk 2024-01-30 Tatuś opowiada o wytrwałości a Miś Uszatek szuka kukułki.docx,Henryk 2024-01-30 Tatuś opowiada o wytrwałości a Miś Uszatek szuka kukułki.txt,Henryk 2024-01-30 Tatuś opowiada o wytrwałości a Miś Uszatek szuka kukułki.json
Henryk 2024-02-01 Tatuś opowiada o matematyce a Miś Uszatek spotyka Kreta.m4a,Henryk 2024-02-01 Tatuś opowiada o matematyce a Miś Uszatek spotyka Kreta.m4a,Tatuś opowiada o matematyce a Miś Uszatek spotyka Kreta,Henryk,2024-02-01,m4a,1091.175329,Henryk 2024-02-01 Tatuś opowiada o matematyce a Miś Uszatek spotyka Kreta.docx,Henryk 2024-02-01 Tatuś opowiada o matematyce a Miś Uszatek spotyka Kreta.txt,Henryk 2024-02-01 Tatuś opowiada o matematyce a Miś Uszatek spotyka Kreta.json
Henryk 2024-02-02 Tatuś opowiada o serowym Fondue a Miś Uszatek zostaje doktorem.m4a,Henryk 2024-02-02 Tatuś opowiada o serowym Fondue a Miś Uszatek zostaje doktorem.m4a,Tatuś opowiada o serowym Fondue a Miś Uszatek zostaje doktorem,Henryk,2024-02-02,m4a,1056.469333,Henryk 2024-02-02 Tatuś opowiada o serowym Fondue a Miś Uszatek zostaje doktorem.docx,Henryk 2024-02-02 Tatuś opowiada o serowym Fondue a Miś Uszatek zostaje doktorem.txt,Henryk 2024-02-02 Tatuś opowiada o serowym Fondue a Miś Uszatek zostaje doktorem.json
Henryk 2024-02-04 Tata opowiada o zamku Wawel a Miś Uszatek pomaga mrówkom.m4a,Henryk 2024-02-04 Tata opowiada o zamku Wawel a Miś Uszatek pomaga mrówkom.m4a,Tata opowiada o zamku Wawel a Miś Uszatek pomaga mrówkom,Henryk,2024-02-04,m4a,1215.808000,Henryk 2024-02-04 Tata opowiada o zamku Wawel a Miś Uszatek pomaga mrówkom.docx,Henryk 2024-02-04 Tata opowiada o zamku Wawel a Miś Uszatek pomaga mrówkom.txt,Henryk 2024-02-04 Tata opowiada o zamku Wawel a Miś Uszatek pomaga mrówkom.json
Henryk 2024-02-05 Tatuś opowiada o Nadzieji a Moś Uszatek wita się z Anią.m4a,Henryk 2024-02-05 Tatuś opowiada o Nadzieji a Moś Uszatek wita się z Anią.m4a,Tatuś opowiada o Nadzieji a Moś Uszatek wita się z Anią,Henryk,2024-02-05,m4a,1236.544000,Henryk 2024-02-05 Tatuś opowiada o Nadzieji a Moś Uszatek wita się z Anią.docx,Henryk 2024-02-05 Tatuś opowiada o Nadzieji a Moś Uszatek wita się z Anią.txt,Henryk 2024-02-05 Tatuś opowiada o Nadzieji a Moś Uszatek wita się z Anią.json
Henryk 2024-02-07 Tatuś opowiada o zasadach a Miś Uszatek spotyka Dużego Psa.m4a,Henryk 2024-02-07 Tatuś opowiada o zasadach a Miś Uszatek spotyka Dużego Psa.m4a,Tatuś opowiada o zasadach a Miś Uszatek spotyka Dużego Psa,Henryk,2024-02-07,m4a,1090.112000,Henryk 2024-02-07 Tatuś opowiada o zasadach a Miś Uszatek spotyka Dużego Psa.docx,Henryk 2024-02-07 Tatuś opowiada o zasadach a Miś Uszatek spotyka Dużego Psa.txt,Henryk 2024-02-07 Tatuś opowiada o zasadach a Miś Uszatek spotyka Dużego Psa.json
Henryk 2024-02-09 Tatuś opowiada o zabawie z Hanią a Miś ratuje Kajtka przed burzą.m4a,Henryk 2024-02-09 Tatuś opowiada o zabawie z Hanią a Miś ratuje Kajtka przed burzą.m4a,Tatuś opowiada o zabawie z Hanią a Miś ratuje Kajtka przed burzą,Henryk,2024-02-09,m4a,1073.749333,Henryk 2024-02-09 Tatuś opowiada o zabawie z Hanią a Miś ratuje Kajtka przed burzą.docx,Henryk 2024-02-09 Tatuś opowiada o zabawie z Hanią a Miś ratuje Kajtka przed burzą.txt,Henryk 2024-02-09 Tatuś opowiada o zabawie z Hanią a Miś ratuje Kajtka przed burzą.json
Henryk 2024-02-10 Tatuś opowiada o brodzie i wąsach a Miś Uszatek widzi tęczę.m4a,Henryk 2024-02-10 Tatuś opowiada o brodzie i wąsach a Miś Uszatek widzi tęczę.m4a,Tatuś opowiada o brodzie i wąsach a Miś Uszatek widzi tęczę,Henryk,2024-02-10,m4a,1174.302766,Henryk 2024-02-10 Tatuś opowiada o brodzie i wąsach a Miś Uszatek widzi tęczę.docx,Henryk 2024-02-10 Tatuś opowiada o brodzie i wąsach a Miś Uszatek widzi tęczę.txt,Henryk 2024-02-10 Tatuś opowiada o brodzie i wąsach a Miś Uszatek widzi tęczę.json
Henryk 2024-02-12 Tatuś opowiada o emocjach na twarzy a Miś spotyka sroczki i pawia.m4a,Henryk 2024-02-12 Tatuś opowiada o emocjach na twarzy a Miś spotyka sroczki i pawia.m4a,Tatuś opowiada o emocjach na twarzy a Miś spotyka sroczki i pawia,Henryk,2024-02-12,m4a,1066.901333,Henryk 2024-02-12 Tatuś opowiada o emocjach na twarzy a Miś spotyka sroczki i pawia.docx,Henryk 2024-02-12 Tatuś opowiada o emocjach na twarzy a Miś spotyka sroczki i pawia.txt,Henryk 2024-02-12 Tatuś opowiada o emocjach na twarzy a Miś spotyka sroczki i pawia.json
Henryk 2024-02-14 Tatuś opowiada o zabawie z Hanią a Miś Uszatek pomaga myszce.m4a,Henryk 2024-02-14 Tatuś opowiada o zabawie z Hanią a Miś Uszatek pomaga myszce.m4a,Tatuś opowiada o zabawie z Hanią a Miś Uszatek pomaga myszce,Henryk,2024-02-14,m4a,1102.720000,Henryk 2024-02-14 Tatuś opowiada o zabawie z Hanią a Miś Uszatek pomaga myszce.docx,Henryk 2024-02-14 Tatuś opowiada o zabawie z Hanią a Miś Uszatek pomaga myszce.txt,Henryk 2024-02-14 Tatuś opowiada o zabawie z Hanią a Miś Uszatek pomaga myszce.json
Henryk 2024-02-15 Tatuś opowiada o prezentacji a Miś Uszatek idzie z Anią do Przedszkola.m4a,Henryk 2024-02-15 Tatuś opowiada o prezentacji a Miś Uszatek idzie z Anią do Przedszkola.m4a,Tatuś opowiada o prezentacji a Miś Uszatek idzie z Anią do Przedszkola,Henryk,2024-02-15,m4a,1112.320000,Henryk 2024-02-15 Tatuś opowiada o prezentacji a Miś Uszatek idzie z Anią do Przedszkola.docx,Henryk 2024-02-15 Tatuś opowiada o prezentacji a Miś Uszatek idzie z Anią do Przedszkola.txt,Henryk 2024-02-15 Tatuś opowiada o prezentacji a Miś Uszatek idzie z Anią do Przedszkola.json
Henryk 2024-02-16 Tatuś opowiada o robocie do dojenia krówek a Miś Uszatek pociesza Wojtusia.m4a,Henryk 2024-02-16 Tatuś opowiada o robocie do dojenia krówek a Miś Uszatek pociesza Wojtusia.m4a,Tatuś opowiada o robocie do dojenia krówek a Miś Uszatek pociesza Wojtusia,Henryk,2024-02-16,m4a,997.909333,Henryk 2024-02-16 Tatuś opowiada o robocie do dojenia krówek a Miś Uszatek pociesza Wojtusia.docx,Henryk 2024-02-16 Tatuś opowiada o robocie do dojenia krówek a Miś Uszatek pociesza Wojtusia.txt,Henryk 2024-02-16 Tatuś opowiada o robocie do dojenia krówek a Miś Uszatek pociesza Wojtusia.json
Henryk 2024-02-18 Tatuś opowiada o programowaniu a Miś Uszatek spotyka Słonia i Bimbo.m4a,Henryk 2024-02-18 Tatuś opowiada o programowaniu a Miś Uszatek spotyka Słonia i Bimbo.m4a,Tatuś opowiada o programowaniu a Miś Uszatek spotyka Słonia i Bimbo,Henryk,2024-02-18,m4a,1038.464000,Henryk 2024-02-18 Tatuś opowiada o programowaniu a Miś Uszatek spotyka Słonia i Bimbo.docx,Henryk 2024-02-18 Tatuś opowiada o programowaniu a Miś Uszatek spotyka Słonia i Bimbo.txt,Henryk 2024-02-18 Tatuś opowiada o programowaniu a Miś Uszatek spotyka Słonia i Bimbo.json
Rodzice Henryk 2024-02-19 Babcia i Dziadek opowiadają Henryczkowi.m4a,Rodzice Henryk 2024-02-19 Babcia i Dziadek opowiadają Henryczkowi.m4a,Babcia i Dziadek opowiadają Henryczkowi,Rodzice Henryk,2024-02-19,m4a,541.696000,Rodzice Henryk 2024-02-19 Babcia i Dziadek opowiadają Henryczkowi.docx,Rodzice Henryk 2024-02-19 Babcia i Dziadek opowiadają Henryczkowi.txt,Rodzice Henryk 2024-02-19 Babcia i Dziadek opowiadają Henryczkowi.json
Henryk 2024-02-19 Tatuś opowiada o pluszowym misiu dla Henryczka a Uszatek wita pajacyka Bimbambom.m4a,Henryk 2024-02-19 Tatuś opowiada o pluszowym misiu dla Henryczka a Uszatek wita pajacyka Bimbambom.m4a,Tatuś opowiada o pluszowym misiu dla Henryczka a Uszatek wita pajacyka Bimbambom,Henryk,2024-02-19,m4a,1105.600000,Henryk 2024-02-19 Tatuś opowiada o pluszowym misiu dla Henryczka a Uszatek wita pajacyka Bimbambom.docx,Henryk 2024-02-19 Tatuś opowiada o pluszowym misiu dla Henryczka a Uszatek wita pajacyka Bimbambom.txt,Henryk 2024-02-19 Tatuś opowiada o pluszowym misiu dla Henryczka a Uszatek wita pajacyka Bimbambom.json
Henryk 2024-02-21 Tatuś opowiada o wyjeździe do Łodzi a Miś Uszatek pilnuje wejścia do Przedszkola.m4a,Henryk 2024-02-21 Tatuś opowiada o wyjeździe do Łodzi a Miś Uszatek pilnuje wejścia do Przedszkola.m4a,Tatuś opowiada o wyjeździe do Łodzi a Miś Uszatek pilnuje wejścia do Przedszkola,Henryk,2024-02-21,m4a,1034.218667,Henryk 2024-02-21 Tatuś opowiada o wyjeździe do Łodzi a Miś Uszatek pilnuje wejścia do Przedszkola.docx,Henryk 2024-02-21 Tatuś opowiada o wyjeździe do Łodzi a Miś Uszatek pilnuje wejścia do Przedszkola.txt,Henryk 2024-02-21 Tatuś opowiada o wyjeździe do Łodzi a Miś Uszatek pilnuje wejścia do Przedszkola.json
Henryk 2024-02-23 Tatuś opowiada o szkole a Miś Uszatek rysuje z przyjaciółmi.m4a,Henryk 2024-02-23 Tatuś opowiada o szkole a Miś Uszatek rysuje z przyjaciółmi.m4a,Tatuś opowiada o szkole a Miś Uszatek rysuje z przyjaciółmi,Henryk,2024-02-23,m4a,1087.893333,Henryk 2024-02-23 Tatuś opowiada o szkole a Miś Uszatek rysuje z przyjaciółmi.docx,Henryk 2024-02-23 Tatuś opowiada o szkole a Miś Uszatek rysuje z przyjaciółmi.txt,Henryk 2024-02-23 Tatuś opowiada o szkole a Miś Uszatek rysuje z przyjaciółmi.json
Henryk 2024-02-25 Tatuś opowiada o chłodzeniu mleka a Miś Uszatek fantazjuje o Afryce.m4a,Henryk 2024-02-25 Tatuś opowiada o chłodzeniu mleka a Miś Uszatek fantazjuje o Afryce.m4a,Tatuś opowiada o chłodzeniu mleka a Miś Uszatek fantazjuje o Afryce,Henryk,2024-02-25,m4a,1189.976236,Henryk 2024-02-25 Tatuś opowiada o chłodzeniu mleka a Miś Uszatek fantazjuje o Afryce.docx,Henryk 2024-02-25 Tatuś opowiada o chłodzeniu mleka a Miś Uszatek fantazjuje o Afryce.txt,Henryk 2024-02-25 Tatuś opowiada o chłodzeniu mleka a Miś Uszatek fantazjuje o Afryce.json
