path,file,name,kind,date,type,duration,transcription_doc,transcription_txt,transcription_json
2023/Henryk 2023-10-24 Tatuś opowiada o locie samolotem a Miś Uszatek wyrusza na wędrówkę i żegna się.m4a,Henryk 2023-10-24 Tatuś opowiada o locie samolotem a Miś Uszatek wyrusza na wędrówkę i żegna się.m4a,Tatuś opowiada o locie samolotem a Miś Uszatek wyrusza na wędrówkę i żegna się,Henryk,2023-10-24,m4a,1178.410667,Henryk 2023-10-24 Tatuś opowiada o locie samolotem a Miś Uszatek wyrusza na wędrówkę i żegna się.docx,Henryk 2023-10-24 Tatuś opowiada o locie samolotem a Miś Uszatek wyrusza na wędrówkę i żegna się.txt,Henryk 2023-10-24 Tatuś opowiada o locie samolotem a Miś Uszatek wyrusza na wędrówkę i żegna się.json
2023/Henryk 2023-10-26 Tatuś opowiada o konferencji a Miś Uszatek poznaje dzieci.m4a,Henryk 2023-10-26 Tatuś opowiada o konferencji a Miś Uszatek poznaje dzieci.m4a,Tatuś opowiada o konferencji a Miś Uszatek poznaje dzieci,Henryk,2023-10-26,m4a,1015.445333,Henryk 2023-10-26 Tatuś opowiada o konferencji a Miś Uszatek poznaje dzieci.docx,Henryk 2023-10-26 Tatuś opowiada o konferencji a Miś Uszatek poznaje dzieci.txt,Henryk 2023-10-26 Tatuś opowiada o konferencji a Miś Uszatek poznaje dzieci.json
2023/Henryk 2023-10-28 Tatuś opowiada o wystąpieniu na konferencji a Uszatek szuka Mroza.m4a,Henryk 2023-10-28 Tatuś opowiada o wystąpieniu na konferencji a Uszatek szuka Mroza.m4a,Tatuś opowiada o wystąpieniu na konferencji a Uszatek szuka Mroza,Henryk,2023-10-28,m4a,1298.560000,Henryk 2023-10-28 Tatuś opowiada o wystąpieniu na konferencji a Uszatek szuka Mroza.docx,Henryk 2023-10-28 Tatuś opowiada o wystąpieniu na konferencji a Uszatek szuka Mroza.txt,Henryk 2023-10-28 Tatuś opowiada o wystąpieniu na konferencji a Uszatek szuka Mroza.json
2023/Rodzice Henryk 2023-10-29 Nagranie od dziadków.m4a,Rodzice Henryk 2023-10-29 Nagranie od dziadków.m4a,Nagranie od dziadków,Rodzice Henryk,2023-10-29,m4a,490.064000,Rodzice Henryk 2023-10-29 Nagranie od dziadków.docx,Rodzice Henryk 2023-10-29 Nagranie od dziadków.txt,Rodzice Henryk 2023-10-29 Nagranie od dziadków.json
2023/Henryk 2023-10-30 Tatuś opowiada o Hallowynn a Miś Uszatek bawi się z Bałwankiem.m4a,Henryk 2023-10-30 Tatuś opowiada o Hallowynn a Miś Uszatek bawi się z Bałwankiem.m4a,Tatuś opowiada o Hallowynn a Miś Uszatek bawi się z Bałwankiem,Henryk,2023-10-30,m4a,1081.446168,Henryk 2023-10-30 Tatuś opowiada o Hallowynn a Miś Uszatek bawi się z Bałwankiem.docx,Henryk 2023-10-30 Tatuś opowiada o Hallowynn a Miś Uszatek bawi się z Bałwankiem.txt,Henryk 2023-10-30 Tatuś opowiada o Hallowynn a Miś Uszatek bawi się z Bałwankiem.json
2023/Henryk 2023-10-31 Tatuś opowiada o tym co się robi w Hallowynn i czyta straszną bajkę.m4a,Henryk 2023-10-31 Tatuś opowiada o tym co się robi w Hallowynn i czyta straszną bajkę.m4a,Tatuś opowiada o tym co się robi w Hallowynn i czyta straszną bajkę,Henryk,2023-10-31,m4a,1358.135147,Henryk 2023-10-31 Tatuś opowiada o tym co się robi w Hallowynn i czyta straszną bajkę.docx,Henryk 2023-10-31 Tatuś opowiada o tym co się robi w Hallowynn i czyta straszną bajkę.txt,Henryk 2023-10-31 Tatuś opowiada o tym co się robi w Hallowynn i czyta straszną bajkę.json
2023/Henryk 2023-11-02 Tatuś opowiada o zdjęciach a Miś Uszatek dostaje list od bociana.m4a,Henryk 2023-11-02 Tatuś opowiada o zdjęciach a Miś Uszatek dostaje list od bociana.m4a,Tatuś opowiada o zdjęciach a Miś Uszatek dostaje list od bociana,Henryk,2023-11-02,m4a,1266.133333,Henryk 2023-11-02 Tatuś opowiada o zdjęciach a Miś Uszatek dostaje list od bociana.docx,Henryk 2023-11-02 Tatuś opowiada o zdjęciach a Miś Uszatek dostaje list od bociana.txt,Henryk 2023-11-02 Tatuś opowiada o zdjęciach a Miś Uszatek dostaje list od bociana.json
2023/Henryk 2023-11-04 Tatuś opowiada o bagażu a Miś Uszatek robi Śmigus-Dyngus.m4a,Henryk 2023-11-04 Tatuś opowiada o bagażu a Miś Uszatek robi Śmigus-Dyngus.m4a,Tatuś opowiada o bagażu a Miś Uszatek robi Śmigus-Dyngus,Henryk,2023-11-04,m4a,947.733333,Henryk 2023-11-04 Tatuś opowiada o bagażu a Miś Uszatek robi Śmigus-Dyngus.docx,Henryk 2023-11-04 Tatuś opowiada o bagażu a Miś Uszatek robi Śmigus-Dyngus.txt,Henryk 2023-11-04 Tatuś opowiada o bagażu a Miś Uszatek robi Śmigus-Dyngus.json
2023/Henryk 2023-11-06 Tatuś opowiada o karnieniu Henryczka a Miś Uszatek chce urosnąć.m4a,Henryk 2023-11-06 Tatuś opowiada o karnieniu Henryczka a Miś Uszatek chce urosnąć.m4a,Tatuś opowiada o karnieniu Henryczka a Miś Uszatek chce urosnąć,Henryk,2023-11-06,m4a,884.437333,Henryk 2023-11-06 Tatuś opowiada o karnieniu Henryczka a Miś Uszatek chce urosnąć.docx,Henryk 2023-11-06 Tatuś opowiada o karnieniu Henryczka a Miś Uszatek chce urosnąć.txt,Henryk 2023-11-06 Tatuś opowiada o karnieniu Henryczka a Miś Uszatek chce urosnąć.json
2023/Henryk 2023-11-07 Tatuś opowiada o Hiszpanii a Miś Uszatek brudzi sobie koszulkę.m4a,Henryk 2023-11-07 Tatuś opowiada o Hiszpanii a Miś Uszatek brudzi sobie koszulkę.m4a,Tatuś opowiada o Hiszpanii a Miś Uszatek brudzi sobie koszulkę,Henryk,2023-11-07,m4a,1117.440000,Henryk 2023-11-07 Tatuś opowiada o Hiszpanii a Miś Uszatek brudzi sobie koszulkę.docx,Henryk 2023-11-07 Tatuś opowiada o Hiszpanii a Miś Uszatek brudzi sobie koszulkę.txt,Henryk 2023-11-07 Tatuś opowiada o Hiszpanii a Miś Uszatek brudzi sobie koszulkę.json
2023/Henryk 2023-11-09 Tatuś mówi o statystyce a Miś Uszatek zaprasza prosiaczka na śniadanie.m4a,Henryk 2023-11-09 Tatuś mówi o statystyce a Miś Uszatek zaprasza prosiaczka na śniadanie.m4a,Tatuś mówi o statystyce a Miś Uszatek zaprasza prosiaczka na śniadanie,Henryk,2023-11-09,m4a,1403.946667,Henryk 2023-11-09 Tatuś mówi o statystyce a Miś Uszatek zaprasza prosiaczka na śniadanie.docx,Henryk 2023-11-09 Tatuś mówi o statystyce a Miś Uszatek zaprasza prosiaczka na śniadanie.txt,Henryk 2023-11-09 Tatuś mówi o statystyce a Miś Uszatek zaprasza prosiaczka na śniadanie.json
2023/Henryk 2023-11-11 Tatuś opowiada o Dniu Niepodległości a Miś Uszatek jedzie pociągiem.m4a,Henryk 2023-11-11 Tatuś opowiada o Dniu Niepodległości a Miś Uszatek jedzie pociągiem.m4a,Tatuś opowiada o Dniu Niepodległości a Miś Uszatek jedzie pociągiem,Henryk,2023-11-11,m4a,1389.333333,Henryk 2023-11-11 Tatuś opowiada o Dniu Niepodległości a Miś Uszatek jedzie pociągiem.docx,Henryk 2023-11-11 Tatuś opowiada o Dniu Niepodległości a Miś Uszatek jedzie pociągiem.txt,Henryk 2023-11-11 Tatuś opowiada o Dniu Niepodległości a Miś Uszatek jedzie pociągiem.json
2023/Henryk 2023-11-13 Tatuś opowiada o schronisku dla zwierząt a Miś Uszatek sprzedaje lody.m4a,Henryk 2023-11-13 Tatuś opowiada o schronisku dla zwierząt a Miś Uszatek sprzedaje lody.m4a,Tatuś opowiada o schronisku dla zwierząt a Miś Uszatek sprzedaje lody,Henryk,2023-11-13,m4a,1120.832000,Henryk 2023-11-13 Tatuś opowiada o schronisku dla zwierząt a Miś Uszatek sprzedaje lody.docx,Henryk 2023-11-13 Tatuś opowiada o schronisku dla zwierząt a Miś Uszatek sprzedaje lody.txt,Henryk 2023-11-13 Tatuś opowiada o schronisku dla zwierząt a Miś Uszatek sprzedaje lody.json
2023/Henryk 2023-11-15 Tatuś opowiada znowu o dojeniu krówek a Miś Uszatek idzie do cyrku.m4a,Henryk 2023-11-15 Tatuś opowiada znowu o dojeniu krówek a Miś Uszatek idzie do cyrku.m4a,Tatuś opowiada znowu o dojeniu krówek a Miś Uszatek idzie do cyrku,Henryk,2023-11-15,m4a,1041.429333,Henryk 2023-11-15 Tatuś opowiada znowu o dojeniu krówek a Miś Uszatek idzie do cyrku.docx,Henryk 2023-11-15 Tatuś opowiada znowu o dojeniu krówek a Miś Uszatek idzie do cyrku.txt,Henryk 2023-11-15 Tatuś opowiada znowu o dojeniu krówek a Miś Uszatek idzie do cyrku.json
2023/Henryk 2023-11-17 Tatuś opowoada o wytrwałości a Miś Uszatek wraca do domu.m4a,Henryk 2023-11-17 Tatuś opowoada o wytrwałości a Miś Uszatek wraca do domu.m4a,Tatuś opowoada o wytrwałości a Miś Uszatek wraca do domu,Henryk,2023-11-17,m4a,1078.848000,Henryk 2023-11-17 Tatuś opowoada o wytrwałości a Miś Uszatek wraca do domu.docx,Henryk 2023-11-17 Tatuś opowoada o wytrwałości a Miś Uszatek wraca do domu.txt,Henryk 2023-11-17 Tatuś opowoada o wytrwałości a Miś Uszatek wraca do domu.json
2023/Henryk 2023-11-19 Tatuś opowiada o robieniu rzeczy ze śmieci a Miś Uszatek bawi się w chowanego.m4a,Henryk 2023-11-19 Tatuś opowiada o robieniu rzeczy ze śmieci a Miś Uszatek bawi się w chowanego.m4a,Tatuś opowiada o robieniu rzeczy ze śmieci a Miś Uszatek bawi się w chowanego,Henryk,2023-11-19,m4a,1189.824000,Henryk 2023-11-19 Tatuś opowiada o robieniu rzeczy ze śmieci a Miś Uszatek bawi się w chowanego.docx,Henryk 2023-11-19 Tatuś opowiada o robieniu rzeczy ze śmieci a Miś Uszatek bawi się w chowanego.txt,Henryk 2023-11-19 Tatuś opowiada o robieniu rzeczy ze śmieci a Miś Uszatek bawi się w chowanego.json
2023/Henryk 2023-11-21 Tatuś opowiada o biznesie a Moś Uszatek ściga się z Zajączkiem.m4a,Henryk 2023-11-21 Tatuś opowiada o biznesie a Moś Uszatek ściga się z Zajączkiem.m4a,Tatuś opowiada o biznesie a Moś Uszatek ściga się z Zajączkiem,Henryk,2023-11-21,m4a,1112.170667,Henryk 2023-11-21 Tatuś opowiada o biznesie a Moś Uszatek ściga się z Zajączkiem.docx,Henryk 2023-11-21 Tatuś opowiada o biznesie a Moś Uszatek ściga się z Zajączkiem.txt,Henryk 2023-11-21 Tatuś opowiada o biznesie a Moś Uszatek ściga się z Zajączkiem.json
2023/Henryk 2023-11-23 Tatuś opowiada o tym że się uczy a Miś Uszatek urządza piknik.m4a,Henryk 2023-11-23 Tatuś opowiada o tym że się uczy a Miś Uszatek urządza piknik.m4a,Tatuś opowiada o tym że się uczy a Miś Uszatek urządza piknik,Henryk,2023-11-23,m4a,743.253333,Henryk 2023-11-23 Tatuś opowiada o tym że się uczy a Miś Uszatek urządza piknik.docx,Henryk 2023-11-23 Tatuś opowiada o tym że się uczy a Miś Uszatek urządza piknik.txt,Henryk 2023-11-23 Tatuś opowiada o tym że się uczy a Miś Uszatek urządza piknik.json
2023/Henryk 2023-11-25 Tatuś opowiada o Henryczku-kolekcjonerze a Miś Uszatek przygotowuje się do pikniku.m4a,Henryk 2023-11-25 Tatuś opowiada o Henryczku-kolekcjonerze a Miś Uszatek przygotowuje się do pikniku.m4a,Tatuś opowiada o Henryczku-kolekcjonerze a Miś Uszatek przygotowuje się do pikniku,Henryk,2023-11-25,m4a,1037.653333,Henryk 2023-11-25 Tatuś opowiada o Henryczku-kolekcjonerze a Miś Uszatek przygotowuje się do pikniku.docx,Henryk 2023-11-25 Tatuś opowiada o Henryczku-kolekcjonerze a Miś Uszatek przygotowuje się do pikniku.txt,Henryk 2023-11-25 Tatuś opowiada o Henryczku-kolekcjonerze a Miś Uszatek przygotowuje się do pikniku.json
2023/Rodzice Henryk 2023-11-26 Nagranie od dziadków.m4a,Rodzice Henryk 2023-11-26 Nagranie od dziadków.m4a,Nagranie od dziadków,Rodzice Henryk,2023-11-26,m4a,350.784000,Rodzice Henryk 2023-11-26 Nagranie od dziadków.docx,Rodzice Henryk 2023-11-26 Nagranie od dziadków.txt,Rodzice Henryk 2023-11-26 Nagranie od dziadków.json
2023/Henryk 2023-11-27 Tatuś opowiada o sesji zdjęciowej a Miś Uszatek i Prosiaczek czekają na Zajączka.m4a,Henryk 2023-11-27 Tatuś opowiada o sesji zdjęciowej a Miś Uszatek i Prosiaczek czekają na Zajączka.m4a,Tatuś opowiada o sesji zdjęciowej a Miś Uszatek i Prosiaczek czekają na Zajączka,Henryk,2023-11-27,m4a,1288.597333,Henryk 2023-11-27 Tatuś opowiada o sesji zdjęciowej a Miś Uszatek i Prosiaczek czekają na Zajączka.docx,Henryk 2023-11-27 Tatuś opowiada o sesji zdjęciowej a Miś Uszatek i Prosiaczek czekają na Zajączka.txt,Henryk 2023-11-27 Tatuś opowiada o sesji zdjęciowej a Miś Uszatek i Prosiaczek czekają na Zajączka.json
2023/Henryk 2023-11-28 Tatuś je obiad z Babcią i Dziadkiem a Miś Uszatek znajduje Zajączka na boisku.m4a,Henryk 2023-11-28 Tatuś je obiad z Babcią i Dziadkiem a Miś Uszatek znajduje Zajączka na boisku.m4a,Tatuś je obiad z Babcią i Dziadkiem a Miś Uszatek znajduje Zajączka na boisku,Henryk,2023-11-28,m4a,1438.293333,Henryk 2023-11-28 Tatuś je obiad z Babcią i Dziadkiem a Miś Uszatek znajduje Zajączka na boisku.docx,Henryk 2023-11-28 Tatuś je obiad z Babcią i Dziadkiem a Miś Uszatek znajduje Zajączka na boisku.txt,Henryk 2023-11-28 Tatuś je obiad z Babcią i Dziadkiem a Miś Uszatek znajduje Zajączka na boisku.json
2023/Henryk 2023-11-30 Tatuś opowiada o rysowaniu a Miś Uszatek kłóci się z przyjaciółmi.m4a,Henryk 2023-11-30 Tatuś opowiada o rysowaniu a Miś Uszatek kłóci się z przyjaciółmi.m4a,Tatuś opowiada o rysowaniu a Miś Uszatek kłóci się z przyjaciółmi,Henryk,2023-11-30,m4a,1498.058594,Henryk 2023-11-30 Tatuś opowiada o rysowaniu a Miś Uszatek kłóci się z przyjaciółmi.docx,Henryk 2023-11-30 Tatuś opowiada o rysowaniu a Miś Uszatek kłóci się z przyjaciółmi.txt,Henryk 2023-11-30 Tatuś opowiada o rysowaniu a Miś Uszatek kłóci się z przyjaciółmi.json
2023/Henryk 2023-12-02 Tatuś opowiada o odśnieżaniu a Miś Uszatek i przyjaciele żałują kłótni.m4a,Henryk 2023-12-02 Tatuś opowiada o odśnieżaniu a Miś Uszatek i przyjaciele żałują kłótni.m4a,Tatuś opowiada o odśnieżaniu a Miś Uszatek i przyjaciele żałują kłótni,Henryk,2023-12-02,m4a,1263.168000,Henryk 2023-12-02 Tatuś opowiada o odśnieżaniu a Miś Uszatek i przyjaciele żałują kłótni.docx,Henryk 2023-12-02 Tatuś opowiada o odśnieżaniu a Miś Uszatek i przyjaciele żałują kłótni.txt,Henryk 2023-12-02 Tatuś opowiada o odśnieżaniu a Miś Uszatek i przyjaciele żałują kłótni.json
2023/Henryk 2023-12-04 Tatuś opowiada o zdjęciach Henryczka a Miś Uszatek godzi się z przyjaciółmi.m4a,Henryk 2023-12-04 Tatuś opowiada o zdjęciach Henryczka a Miś Uszatek godzi się z przyjaciółmi.m4a,Tatuś opowiada o zdjęciach Henryczka a Miś Uszatek godzi się z przyjaciółmi,Henryk,2023-12-04,m4a,974.826667,Henryk 2023-12-04 Tatuś opowiada o zdjęciach Henryczka a Miś Uszatek godzi się z przyjaciółmi.docx,Henryk 2023-12-04 Tatuś opowiada o zdjęciach Henryczka a Miś Uszatek godzi się z przyjaciółmi.txt,Henryk 2023-12-04 Tatuś opowiada o zdjęciach Henryczka a Miś Uszatek godzi się z przyjaciółmi.json
2023/Henryk 2023-12-06 Tatuś opowiada o św. Mikołaju a Miś Uszatek znajduje Echo.m4a,Henryk 2023-12-06 Tatuś opowiada o św. Mikołaju a Miś Uszatek znajduje Echo.m4a,Tatuś opowiada o św. Mikołaju a Miś Uszatek znajduje Echo,Henryk,2023-12-06,m4a,949.034667,Henryk 2023-12-06 Tatuś opowiada o św. Mikołaju a Miś Uszatek znajduje Echo.docx,Henryk 2023-12-06 Tatuś opowiada o św. Mikołaju a Miś Uszatek znajduje Echo.txt,Henryk 2023-12-06 Tatuś opowiada o św. Mikołaju a Miś Uszatek znajduje Echo.json
2023/Henryk 2023-12-08 Tatuś opowiada o tym co robiłby jutro  a Miś Uszatek udaje się na księżyc.m4a,Henryk 2023-12-08 Tatuś opowiada o tym co robiłby jutro  a Miś Uszatek udaje się na księżyc.m4a,Tatuś opowiada o tym co robiłby jutro  a Miś Uszatek udaje się na księżyc,Henryk,2023-12-08,m4a,1429.589333,Henryk 2023-12-08 Tatuś opowiada o tym co robiłby jutro  a Miś Uszatek udaje się na księżyc.docx,Henryk 2023-12-08 Tatuś opowiada o tym co robiłby jutro  a Miś Uszatek udaje się na księżyc.txt,Henryk 2023-12-08 Tatuś opowiada o tym co robiłby jutro  a Miś Uszatek udaje się na księżyc.json
2023/Henryk 2023-12-09 Tatuś opowiada o kompasie a Miś Uszatek wysyła list do dzieci.m4a,Henryk 2023-12-09 Tatuś opowiada o kompasie a Miś Uszatek wysyła list do dzieci.m4a,Tatuś opowiada o kompasie a Miś Uszatek wysyła list do dzieci,Henryk,2023-12-09,m4a,878.613333,Henryk 2023-12-09 Tatuś opowiada o kompasie a Miś Uszatek wysyła list do dzieci.docx,Henryk 2023-12-09 Tatuś opowiada o kompasie a Miś Uszatek wysyła list do dzieci.txt,Henryk 2023-12-09 Tatuś opowiada o kompasie a Miś Uszatek wysyła list do dzieci.json
2023/Henryk 2023-12-11 Tatuś opowiada o choince a Miś Uszatek idzie na wędrówkę.m4a,Henryk 2023-12-11 Tatuś opowiada o choince a Miś Uszatek idzie na wędrówkę.m4a,Tatuś opowiada o choince a Miś Uszatek idzie na wędrówkę,Henryk,2023-12-11,m4a,1145.066667,Henryk 2023-12-11 Tatuś opowiada o choince a Miś Uszatek idzie na wędrówkę.docx,Henryk 2023-12-11 Tatuś opowiada o choince a Miś Uszatek idzie na wędrówkę.txt,Henryk 2023-12-11 Tatuś opowiada o choince a Miś Uszatek idzie na wędrówkę.json
2023/Henryk 2023-12-12 Tatuś opowiada o bagażu i prezentach z podróży a Miś Uszatek spotyka koziołka.m4a,Henryk 2023-12-12 Tatuś opowiada o bagażu i prezentach z podróży a Miś Uszatek spotyka koziołka.m4a,Tatuś opowiada o bagażu i prezentach z podróży a Miś Uszatek spotyka koziołka,Henryk,2023-12-12,m4a,908.202667,Henryk 2023-12-12 Tatuś opowiada o bagażu i prezentach z podróży a Miś Uszatek spotyka koziołka.docx,Henryk 2023-12-12 Tatuś opowiada o bagażu i prezentach z podróży a Miś Uszatek spotyka koziołka.txt,Henryk 2023-12-12 Tatuś opowiada o bagażu i prezentach z podróży a Miś Uszatek spotyka koziołka.json
2023/Henryk 2023-12-14 Tatuś opowiada o muzyce a Miś Uszatek spotyka Boćka.m4a,Henryk 2023-12-14 Tatuś opowiada o muzyce a Miś Uszatek spotyka Boćka.m4a,Tatuś opowiada o muzyce a Miś Uszatek spotyka Boćka,Henryk,2023-12-14,m4a,1176.960000,Henryk 2023-12-14 Tatuś opowiada o muzyce a Miś Uszatek spotyka Boćka.docx,Henryk 2023-12-14 Tatuś opowiada o muzyce a Miś Uszatek spotyka Boćka.txt,Henryk 2023-12-14 Tatuś opowiada o muzyce a Miś Uszatek spotyka Boćka.json
2023/Henryk 2023-12-16 Tatuś opowiada o wizycie u Babusi i Dziadziusia a Miś śpi w hamaku.m4a,Henryk 2023-12-16 Tatuś opowiada o wizycie u Babusi i Dziadziusia a Miś śpi w hamaku.m4a,Tatuś opowiada o wizycie u Babusi i Dziadziusia a Miś śpi w hamaku,Henryk,2023-12-16,m4a,1035.413333,Henryk 2023-12-16 Tatuś opowiada o wizycie u Babusi i Dziadziusia a Miś śpi w hamaku.docx,Henryk 2023-12-16 Tatuś opowiada o wizycie u Babusi i Dziadziusia a Miś śpi w hamaku.txt,Henryk 2023-12-16 Tatuś opowiada o wizycie u Babusi i Dziadziusia a Miś śpi w hamaku.json
2023/Henryk 2023-12-18 Tatuś opowiada o przyjaciołach i muzyce a Miś Uszatek spotyka dzięcioła.m4a,Henryk 2023-12-18 Tatuś opowiada o przyjaciołach i muzyce a Miś Uszatek spotyka dzięcioła.m4a,Tatuś opowiada o przyjaciołach i muzyce a Miś Uszatek spotyka dzięcioła,Henryk,2023-12-18,m4a,1095.633560,Henryk 2023-12-18 Tatuś opowiada o przyjaciołach i muzyce a Miś Uszatek spotyka dzięcioła.docx,Henryk 2023-12-18 Tatuś opowiada o przyjaciołach i muzyce a Miś Uszatek spotyka dzięcioła.txt,Henryk 2023-12-18 Tatuś opowiada o przyjaciołach i muzyce a Miś Uszatek spotyka dzięcioła.json
2023/Henryk 2023-12-20 Tatuś opowiada o Zakopanem a Miś Uszatek szuka podarunków dla dzieci.m4a,Henryk 2023-12-20 Tatuś opowiada o Zakopanem a Miś Uszatek szuka podarunków dla dzieci.m4a,Tatuś opowiada o Zakopanem a Miś Uszatek szuka podarunków dla dzieci,Henryk,2023-12-20,m4a,982.933333,Henryk 2023-12-20 Tatuś opowiada o Zakopanem a Miś Uszatek szuka podarunków dla dzieci.docx,Henryk 2023-12-20 Tatuś opowiada o Zakopanem a Miś Uszatek szuka podarunków dla dzieci.txt,Henryk 2023-12-20 Tatuś opowiada o Zakopanem a Miś Uszatek szuka podarunków dla dzieci.json
2023/Henryk 2023-12-22 Tatuś opowiada o przyjaciołach a Miś Uszatek wraca z wędrówki.m4a,Henryk 2023-12-22 Tatuś opowiada o przyjaciołach a Miś Uszatek wraca z wędrówki.m4a,Tatuś opowiada o przyjaciołach a Miś Uszatek wraca z wędrówki,Henryk,2023-12-22,m4a,1274.858667,Henryk 2023-12-22 Tatuś opowiada o przyjaciołach a Miś Uszatek wraca z wędrówki.docx,Henryk 2023-12-22 Tatuś opowiada o przyjaciołach a Miś Uszatek wraca z wędrówki.txt,Henryk 2023-12-22 Tatuś opowiada o przyjaciołach a Miś Uszatek wraca z wędrówki.json
2023/Henryk 2023-12-23 Tatuś opowiada o Fondue z przyjaciółmi a Miś Uszatek zdobywa dużą choinkę.m4a,Henryk 2023-12-23 Tatuś opowiada o Fondue z przyjaciółmi a Miś Uszatek zdobywa dużą choinkę.m4a,Tatuś opowiada o Fondue z przyjaciółmi a Miś Uszatek zdobywa dużą choinkę,Henryk,2023-12-23,m4a,1199.232000,Henryk 2023-12-23 Tatuś opowiada o Fondue z przyjaciółmi a Miś Uszatek zdobywa dużą choinkę.docx,Henryk 2023-12-23 Tatuś opowiada o Fondue z przyjaciółmi a Miś Uszatek zdobywa dużą choinkę.txt,Henryk 2023-12-23 Tatuś opowiada o Fondue z przyjaciółmi a Miś Uszatek zdobywa dużą choinkę.json
2023/Henryk 2023-12-24 Tatuś opowiada o Wigilii a Miś Uszatek słucha muzyki Świerszczyka.m4a,Henryk 2023-12-24 Tatuś opowiada o Wigilii a Miś Uszatek słucha muzyki Świerszczyka.m4a,Tatuś opowiada o Wigilii a Miś Uszatek słucha muzyki Świerszczyka,Henryk,2023-12-24,m4a,1287.035646,Henryk 2023-12-24 Tatuś opowiada o Wigilii a Miś Uszatek słucha muzyki Świerszczyka.docx,Henryk 2023-12-24 Tatuś opowiada o Wigilii a Miś Uszatek słucha muzyki Świerszczyka.txt,Henryk 2023-12-24 Tatuś opowiada o Wigilii a Miś Uszatek słucha muzyki Świerszczyka.json
2023/Henryk 2023-12-24 Życzenia Boże Narodzenie 2023.m4a,Henryk 2023-12-24 Życzenia Boże Narodzenie 2023.m4a,Życzenia Boże Narodzenie 2023,Henryk,2023-12-24,m4a,352.307664,Henryk 2023-12-24 Życzenia Boże Narodzenie 2023.docx,Henryk 2023-12-24 Życzenia Boże Narodzenie 2023.txt,Henryk 2023-12-24 Życzenia Boże Narodzenie 2023.json
2023/Henryk 2023-12-26 Tatuś opowiada o spotkaniu rodzinnym a Miś Uszatek poznaje nowych przyjaciół.m4a,Henryk 2023-12-26 Tatuś opowiada o spotkaniu rodzinnym a Miś Uszatek poznaje nowych przyjaciół.m4a,Tatuś opowiada o spotkaniu rodzinnym a Miś Uszatek poznaje nowych przyjaciół,Henryk,2023-12-26,m4a,1378.944000,Henryk 2023-12-26 Tatuś opowiada o spotkaniu rodzinnym a Miś Uszatek poznaje nowych przyjaciół.docx,Henryk 2023-12-26 Tatuś opowiada o spotkaniu rodzinnym a Miś Uszatek poznaje nowych przyjaciół.txt,Henryk 2023-12-26 Tatuś opowiada o spotkaniu rodzinnym a Miś Uszatek poznaje nowych przyjaciół.json
2023/Henryk 2023-12-28 Tatuś opowiada o różnych samochodach a Miś Uszatek spotyka pluszowego króliczka.m4a,Henryk 2023-12-28 Tatuś opowiada o różnych samochodach a Miś Uszatek spotyka pluszowego króliczka.m4a,Tatuś opowiada o różnych samochodach a Miś Uszatek spotyka pluszowego króliczka,Henryk,2023-12-28,m4a,1249.728000,Henryk 2023-12-28 Tatuś opowiada o różnych samochodach a Miś Uszatek spotyka pluszowego króliczka.docx,Henryk 2023-12-28 Tatuś opowiada o różnych samochodach a Miś Uszatek spotyka pluszowego króliczka.txt,Henryk 2023-12-28 Tatuś opowiada o różnych samochodach a Miś Uszatek spotyka pluszowego króliczka.json
2023/Henryk 2023-12-29 Tatuś opowiada o puzlach i klockach a Miś Uszatek z przyjaciółmi robi karnawał.m4a,Henryk 2023-12-29 Tatuś opowiada o puzlach i klockach a Miś Uszatek z przyjaciółmi robi karnawał.m4a,Tatuś opowiada o puzlach i klockach a Miś Uszatek z przyjaciółmi robi karnawał,Henryk,2023-12-29,m4a,1105.450667,Henryk 2023-12-29 Tatuś opowiada o puzlach i klockach a Miś Uszatek z przyjaciółmi robi karnawał.docx,Henryk 2023-12-29 Tatuś opowiada o puzlach i klockach a Miś Uszatek z przyjaciółmi robi karnawał.txt,Henryk 2023-12-29 Tatuś opowiada o puzlach i klockach a Miś Uszatek z przyjaciółmi robi karnawał.json
2023/Henryk 2023-12-30 Tatuś opowiada o roku i miesiącach a Moś Uszatek idzie do sklepu.m4a,Henryk 2023-12-30 Tatuś opowiada o roku i miesiącach a Moś Uszatek idzie do sklepu.m4a,Tatuś opowiada o roku i miesiącach a Moś Uszatek idzie do sklepu,Henryk,2023-12-30,m4a,1136.768000,Henryk 2023-12-30 Tatuś opowiada o roku i miesiącach a Moś Uszatek idzie do sklepu.docx,Henryk 2023-12-30 Tatuś opowiada o roku i miesiącach a Moś Uszatek idzie do sklepu.txt,Henryk 2023-12-30 Tatuś opowiada o roku i miesiącach a Moś Uszatek idzie do sklepu.json
2023/Henryk 2023-12-31 Tatuś opowiada o sztucznych ogniach i czyta bajkę noworoczną.m4a,Henryk 2023-12-31 Tatuś opowiada o sztucznych ogniach i czyta bajkę noworoczną.m4a,Tatuś opowiada o sztucznych ogniach i czyta bajkę noworoczną,Henryk,2023-12-31,m4a,834.292971,Henryk 2023-12-31 Tatuś opowiada o sztucznych ogniach i czyta bajkę noworoczną.docx,Henryk 2023-12-31 Tatuś opowiada o sztucznych ogniach i czyta bajkę noworoczną.txt,Henryk 2023-12-31 Tatuś opowiada o sztucznych ogniach i czyta bajkę noworoczną.json
